timestamp,machine_id,temperature,pressure,vibration,flow_rate,humidity,failure
2024-01-09 20:00:00,PUMP_1,125.66,78.3,7.53,18.44,85.86,1
2024-01-10 02:00:00,PUMP_1,83.5,38.67,1.34,54.18,49.85,0
2024-01-10 03:00:00,PUMP_1,75.5,37.07,2.73,73.66,33.79,0
2024-01-10 04:00:00,PUMP_1,67.79,32.22,2.36,51.01,44.25,0
2024-01-10 05:00:00,PUMP_1,79.06,42.91,1.36,74.64,32.77,0
2024-01-10 06:00:00,PUMP_1,81.16,30.17,1.49,73.92,33.75,0
2024-01-10 07:00:00,PUMP_1,65.73,40.28,2.3,69.23,47.35,0
2024-01-10 08:00:00,PUMP_1,73.57,32.28,1.36,55.45,52.71,0
2024-01-10 09:00:00,PUMP_1,74.58,34.81,1.66,78.42,33.83,0
2024-01-10 10:00:00,PUMP_1,74.66,36.6,2.03,50.54,51.8,0
2024-01-10 11:00:00,PUMP_1,83.3,37.61,2.24,77.67,47.68,0
2024-01-10 12:00:00,PUMP_1,63.81,37.8,2.02,62.72,48.41,0
2024-01-10 13:00:00,PUMP_1,147.37,88.14,10.61,16.7,94.7,0
2024-01-10 14:00:00,PUMP_1,143.56,68.12,14.37,28.05,85.38,1
2024-01-01 00:00:00,PUMP_2,78.61,31.49,2.47,68.11,32.86,0
2024-01-01 01:00:00,PUMP_2,70.36,42.68,2.81,63.97,42.02,0
2024-01-01 02:00:00,PUMP_2,82.96,37.98,0.58,77.38,36.21,0
2024-01-01 03:00:00,PUMP_2,74.44,30.81,0.58,59.34,49.51,0
2024-01-01 04:00:00,PUMP_2,66.94,31.74,1.03,65.46,54.39,0
2024-01-01 05:00:00,PUMP_2,71.47,37.47,2.65,66.05,34.61,0
2024-01-01 06:00:00,PUMP_2,121.98,72.75,10.18,21.4,91.0,0
2024-01-01 07:00:00,PUMP_2,123.98,76.71,12.0,20.67,91.73,1
2024-01-01 13:00:00,PUMP_2,61.64,41.18,1.63,65.73,41.02,0
2024-01-01 14:00:00,PUMP_2,70.02,37.51,0.89,55.46,51.54,0
2024-01-01 15:00:00,PUMP_2,83.65,34.35,1.18,69.32,40.22,0
2024-01-01 16:00:00,PUMP_2,60.63,30.65,2.29,69.77,30.68,0
2024-01-01 17:00:00,PUMP_2,65.55,31.93,2.18,50.59,32.6,0
2024-01-01 18:00:00,PUMP_2,80.0,31.04,2.13,57.15,32.49,0
2024-01-01 19:00:00,PUMP_2,66.08,40.28,2.64,74.91,39.93,0
2024-01-01 20:00:00,PUMP_2,76.7,31.48,1.23,76.89,30.33,0
2024-01-01 21:00:00,PUMP_2,113.42,70.2,7.21,17.72,86.66,0
2024-01-01 22:00:00,PUMP_2,126.86,87.32,13.54,20.13,80.19,1
2024-01-02 04:00:00,PUMP_2,69.08,28.58,2.58,60.36,49.35,0
2024-01-02 05:00:00,PUMP_2,69.07,42.64,1.05,79.24,49.49,0
2024-01-02 06:00:00,PUMP_2,62.86,37.62,2.96,64.13,34.55,0
2024-01-02 07:00:00,PUMP_2,72.12,36.71,2.35,70.97,40.06,0
2024-01-02 08:00:00,PUMP_2,65.45,38.97,1.55,53.97,52.51,0
2024-01-02 09:00:00,PUMP_2,77.28,39.61,2.56,65.89,50.38,0
2024-01-02 10:00:00,PUMP_2,72.45,29.14,1.51,64.92,48.01,0
2024-01-02 11:00:00,PUMP_2,114.26,68.5,9.11,19.0,89.64,0
2024-01-02 12:00:00,PUMP_2,120.03,80.83,10.95,23.6,91.76,1
2024-01-02 18:00:00,PUMP_2,69.58,36.82,0.62,54.99,48.45,0
2024-01-02 19:00:00,PUMP_2,62.07,38.25,1.11,61.68,37.22,0
2024-01-02 20:00:00,PUMP_2,68.89,40.22,1.24,66.99,41.9,0
2024-01-02 21:00:00,PUMP_2,76.59,43.93,2.33,56.45,30.78,0
2024-01-02 22:00:00,PUMP_2,66.56,38.12,0.63,64.89,44.92,0
2024-01-02 23:00:00,PUMP_2,68.36,41.11,0.77,52.25,48.2,0
2024-01-03 00:00:00,PUMP_2,72.39,39.7,1.59,57.39,50.48,0
2024-01-03 01:00:00,PUMP_2,79.99,39.81,1.18,67.71,39.02,0
2024-01-03 02:00:00,PUMP_2,62.29,43.59,0.84,78.51,41.15,0
2024-01-03 03:00:00,PUMP_2,64.63,37.21,2.68,71.97,50.16,0
2024-01-03 04:00:00,PUMP_2,136.35,82.31,13.79,18.75,84.79,0
2024-01-03 05:00:00,PUMP_2,118.85,89.69,14.55,15.59,89.11,1
2024-01-03 11:00:00,PUMP_2,64.51,37.66,2.79,51.02,47.44,0
2024-01-03 12:00:00,PUMP_2,67.43,43.71,2.93,78.33,41.86,0
2024-01-03 13:00:00,PUMP_2,81.55,42.36,1.3,74.87,30.93,0
2024-01-03 14:00:00,PUMP_2,74.91,31.91,0.8,52.31,47.41,0
2024-01-03 15:00:00,PUMP_2,68.5,40.32,0.66,59.46,43.49,0
2024-01-03 16:00:00,PUMP_2,79.77,33.42,2.06,76.58,45.4,0
2024-01-03 17:00:00,PUMP_2,119.32,65.61,13.96,15.32,92.49,0
2024-01-03 18:00:00,PUMP_2,131.16,88.48,13.39,29.97,82.01,1
2024-01-04 00:00:00,PUMP_2,62.21,28.64,1.7,67.42,36.79,0
2024-01-04 01:00:00,PUMP_2,69.96,29.56,1.34,65.68,48.31,0
2024-01-04 02:00:00,PUMP_2,60.08,35.94,1.24,75.58,47.89,0
2024-01-04 03:00:00,PUMP_2,74.73,32.71,2.78,51.35,32.74,0
2024-01-04 04:00:00,PUMP_2,69.79,30.12,2.89,73.94,36.47,0
2024-01-04 05:00:00,PUMP_2,74.71,44.7,2.71,68.02,52.59,0
2024-01-04 06:00:00,PUMP_2,84.73,40.64,0.66,62.05,50.95,0
2024-01-04 07:00:00,PUMP_2,65.76,42.12,0.8,51.41,39.6,0
2024-01-04 08:00:00,PUMP_2,60.92,44.27,2.57,74.02,45.74,0
2024-01-04 09:00:00,PUMP_2,65.41,36.81,1.99,65.75,36.51,0
2024-01-04 10:00:00,PUMP_2,72.88,36.35,2.99,76.92,41.58,0
2024-01-04 11:00:00,PUMP_2,134.92,83.7,7.28,28.42,92.2,0
2024-01-04 12:00:00,PUMP_2,128.3,74.78,9.18,22.15,75.89,1
2024-01-04 18:00:00,PUMP_2,81.55,41.76,2.14,66.53,32.17,0
2024-01-04 19:00:00,PUMP_2,70.21,34.34,1.15,71.7,42.4,0
2024-01-04 20:00:00,PUMP_2,62.03,31.74,2.21,52.28,51.28,0
2024-01-04 21:00:00,PUMP_2,72.38,36.17,1.98,74.74,38.7,0
2024-01-04 22:00:00,PUMP_2,76.95,37.62,1.17,76.36,49.94,0
2024-01-04 23:00:00,PUMP_2,76.46,42.46,2.67,71.25,50.93,0
2024-01-05 00:00:00,PUMP_2,77.44,39.56,2.05,72.58,33.97,0
2024-01-05 01:00:00,PUMP_2,145.23,86.8,7.23,27.39,77.58,0
2024-01-05 02:00:00,PUMP_2,123.4,83.59,8.29,27.27,91.64,1
2024-01-05 08:00:00,PUMP_2,66.47,31.28,0.71,59.79,44.0,0
2024-01-05 09:00:00,PUMP_2,62.9,34.4,0.52,74.56,33.21,0
2024-01-05 10:00:00,PUMP_2,67.08,28.31,1.58,75.2,39.8,0
2024-01-05 11:00:00,PUMP_2,64.49,40.81,2.47,55.21,49.27,0
2024-01-05 12:00:00,PUMP_2,83.68,30.83,2.43,71.26,41.84,0
2024-01-05 13:00:00,PUMP_2,61.45,29.27,2.63,79.7,46.9,0
2024-01-05 14:00:00,PUMP_2,71.15,39.01,1.99,61.51,31.64,0
2024-01-05 15:00:00,PUMP_2,80.54,34.32,2.55,57.58,30.03,0
2024-01-05 16:00:00,PUMP_2,63.97,35.97,2.86,53.07,51.36,0
2024-01-05 17:00:00,PUMP_2,73.18,42.04,1.25,75.2,49.32,0
2024-01-05 18:00:00,PUMP_2,119.2,68.28,13.94,29.45,75.63,0
2024-01-05 19:00:00,PUMP_2,139.25,87.74,13.86,29.47,90.2,1
2024-01-06 01:00:00,PUMP_2,84.6,34.96,2.74,56.9,35.33,0
2024-01-06 02:00:00,PUMP_2,60.78,39.08,1.42,75.93,41.83,0
2024-01-06 03:00:00,PUMP_2,84.2,31.15,2.67,73.3,49.27,0
2024-01-06 04:00:00,PUMP_2,81.12,40.94,2.07,53.94,30.81,0
2024-01-06 05:00:00,PUMP_2,83.02,38.48,2.49,64.45,32.93,0
2024-01-06 06:00:00,PUMP_2,63.13,39.65,1.58,56.02,42.29,0
2024-01-06 07:00:00,PUMP_2,61.61,37.89,1.17,73.93,37.76,0
2024-01-06 08:00:00,PUMP_2,71.38,28.2,0.68,61.77,42.0,0
2024-01-06 09:00:00,PUMP_2,75.0,32.96,2.24,75.8,49.5,0
2024-01-06 10:00:00,PUMP_2,60.99,36.17,0.76,57.26,54.67,0
2024-01-06 11:00:00,PUMP_2,115.7,77.47,11.95,25.54,86.19,0
2024-01-06 12:00:00,PUMP_2,110.39,73.16,11.14,16.32,82.01,1
2024-01-06 18:00:00,PUMP_2,80.61,34.08,1.31,79.32,35.02,0
2024-01-06 19:00:00,PUMP_2,77.33,41.96,0.6,70.11,53.79,0
2024-01-06 20:00:00,PUMP_2,63.11,43.24,1.99,68.5,45.32,0
2024-01-06 21:00:00,PUMP_2,67.47,43.9,2.87,68.76,49.59,0
2024-01-06 22:00:00,PUMP_2,75.31,36.23,2.15,66.59,44.94,0
2024-01-06 23:00:00,PUMP_2,79.6,36.18,0.6,54.92,40.97,0
2024-01-07 00:00:00,PUMP_2,138.99,79.83,12.2,22.19,87.31,0
2024-01-07 01:00:00,PUMP_2,123.16,76.75,12.95,28.08,83.67,1
2024-01-07 07:00:00,PUMP_2,64.04,28.35,2.13,59.97,43.56,0
2024-01-07 08:00:00,PUMP_2,72.33,29.39,1.51,56.62,40.46,0
2024-01-07 09:00:00,PUMP_2,65.09,42.29,0.94,78.82,40.4,0
2024-01-07 10:00:00,PUMP_2,81.16,38.69,2.34,73.03,42.62,0
2024-01-07 11:00:00,PUMP_2,73.58,36.74,1.97,50.88,39.89,0
2024-01-07 12:00:00,PUMP_2,75.15,38.16,2.48,69.65,54.8,0
2024-01-07 13:00:00,PUMP_2,67.1,34.11,1.46,63.97,50.9,0
2024-01-07 14:00:00,PUMP_2,65.89,41.19,1.51,68.06,45.81,0
2024-01-07 15:00:00,PUMP_2,124.91,77.82,10.3,16.04,83.74,0
2024-01-07 16:00:00,PUMP_2,113.9,75.13,11.74,23.69,88.25,1
2024-01-07 22:00:00,PUMP_2,76.3,33.31,1.5,75.74,30.23,0
2024-01-07 23:00:00,PUMP_2,74.71,38.18,1.49,57.11,35.87,0
2024-01-08 00:00:00,PUMP_2,82.09,35.51,1.33,63.46,46.73,0
2024-01-08 01:00:00,PUMP_2,63.64,35.64,1.97,78.46,36.31,0
2024-01-08 02:00:00,PUMP_2,68.98,34.45,2.01,60.7,43.34,0
2024-01-08 03:00:00,PUMP_2,79.54,39.99,1.62,75.93,43.95,0
2024-01-08 04:00:00,PUMP_2,73.5,28.58,2.97,53.69,35.78,0
2024-01-08 05:00:00,PUMP_2,61.29,38.88,1.06,55.4,32.21,0
2024-01-08 06:00:00,PUMP_2,62.58,37.94,2.22,61.92,42.0,0
2024-01-08 07:00:00,PUMP_2,77.15,28.3,1.31,79.19,44.5,0
2024-01-08 08:00:00,PUMP_2,66.36,36.87,1.36,65.97,33.14,0
2024-01-08 09:00:00,PUMP_2,115.31,68.59,14.52,25.99,78.25,0
2024-01-08 10:00:00,PUMP_2,117.53,83.27,8.25,18.52,94.27,1
2024-01-08 16:00:00,PUMP_2,76.54,44.64,1.44,50.53,36.1,0
2024-01-08 17:00:00,PUMP_2,80.77,42.7,2.42,53.39,49.89,0
2024-01-08 18:00:00,PUMP_2,82.97,38.21,2.85,74.81,46.67,0
2024-01-08 19:00:00,PUMP_2,74.43,33.93,0.9,68.15,37.95,0
2024-01-08 20:00:00,PUMP_2,81.66,44.89,2.38,52.71,37.22,0
2024-01-08 21:00:00,PUMP_2,62.73,39.06,2.41,77.77,40.95,0
2024-01-08 22:00:00,PUMP_2,82.53,42.92,1.29,76.07,39.39,0
2024-01-08 23:00:00,PUMP_2,121.87,81.23,9.63,24.45,87.2,0
2024-01-09 00:00:00,PUMP_2,132.54,74.51,11.39,23.95,85.91,1
2024-01-09 06:00:00,PUMP_2,65.68,29.24,2.01,70.05,45.49,0
2024-01-09 07:00:00,PUMP_2,71.59,34.46,2.66,65.57,41.98,0
2024-01-09 08:00:00,PUMP_2,60.64,33.8,1.45,61.96,44.5,0
2024-01-09 09:00:00,PUMP_2,73.34,38.33,2.41,74.39,47.95,0
2024-01-09 10:00:00,PUMP_2,83.89,28.31,0.99,50.23,46.19,0
2024-01-09 11:00:00,PUMP_2,82.45,32.14,2.82,51.81,53.36,0
2024-01-09 12:00:00,PUMP_2,68.79,29.72,1.71,57.7,37.12,0
2024-01-09 13:00:00,PUMP_2,67.68,41.65,1.85,59.34,45.26,0
2024-01-09 14:00:00,PUMP_2,138.65,71.82,10.31,16.83,78.62,0
2024-01-09 15:00:00,PUMP_2,137.24,69.54,11.2,25.64,77.14,1
2024-01-09 21:00:00,PUMP_2,64.63,43.6,1.56,52.61,50.39,0
2024-01-09 22:00:00,PUMP_2,69.34,36.95,0.78,50.08,45.95,0
2024-01-09 23:00:00,PUMP_2,72.88,38.09,2.48,69.4,34.37,0
2024-01-10 00:00:00,PUMP_2,69.02,43.4,2.42,66.7,36.39,0
2024-01-10 01:00:00,PUMP_2,67.55,40.44,2.63,70.14,50.24,0
2024-01-10 02:00:00,PUMP_2,79.17,30.54,1.56,54.59,35.88,0
2024-01-10 03:00:00,PUMP_2,81.73,36.04,1.84,55.35,37.81,0
2024-01-10 04:00:00,PUMP_2,119.21,70.15,12.1,18.85,87.64,0
2024-01-10 05:00:00,PUMP_2,112.34,68.54,9.2,23.96,88.52,1
2024-01-10 11:00:00,PUMP_2,70.7,40.2,2.23,79.74,33.21,0
2024-01-10 12:00:00,PUMP_2,62.6,40.31,1.95,58.22,31.99,0
2024-01-10 13:00:00,PUMP_2,62.14,43.2,0.98,59.7,35.67,0
2024-01-10 14:00:00,PUMP_2,68.87,29.18,1.8,52.03,50.01,0
2024-01-10 15:00:00,PUMP_2,65.84,37.18,2.7,69.53,43.32,0
2024-01-10 16:00:00,PUMP_2,68.11,33.66,2.17,79.82,46.55,0
2024-01-10 17:00:00,PUMP_2,73.94,40.42,1.66,51.8,44.06,0
2024-01-10 18:00:00,PUMP_2,148.31,69.38,12.52,18.01,85.72,0
2024-01-10 19:00:00,PUMP_2,113.87,76.26,13.05,20.21,88.3,1
2024-01-01 00:00:00,COMP_1,83.18,31.99,1.5,54.57,54.81,0
2024-01-01 01:00:00,COMP_1,83.18,37.18,2.61,65.63,45.59,0
2024-01-01 02:00:00,COMP_1,62.23,40.84,0.82,74.78,49.55,0
2024-01-01 03:00:00,COMP_1,77.72,28.61,1.26,57.89,39.0,0
2024-01-01 04:00:00,COMP_1,62.19,43.93,1.88,59.17,39.92,0
2024-01-01 05:00:00,COMP_1,71.18,38.21,1.79,77.58,42.42,0
2024-01-01 06:00:00,COMP_1,84.8,42.47,1.02,77.92,32.91,0
2024-01-01 07:00:00,COMP_1,80.44,34.47,2.69,76.04,50.15,0
2024-01-01 08:00:00,COMP_1,141.6,72.62,7.65,21.04,78.47,0
